"","ENTITYNAME","CIPCode","CIPTITLE","ROI_Report_Group","DegreeLevelId","DEGREE","years_after_completion","annual_earnings"
"7110","Adams State University","42.28","Clinical, Counseling and Applied Psychology.","Social and Behavioral Sciences and Human Services","31","Master's Degree",10,"55184.04"
"7111","Adams State University","24.01","Liberal Arts and Sciences, General Studies and Humanities.","Arts, Humanities and Communication","21","Bachelor's Degree",10,"40470.15"
"7112","Adams State University","23.01","English Language and Literature, General.","Arts, Humanities and Communication","21","Bachelor's Degree",10,"41874"
"7113","Adams State University","27.01","Mathematics.","Science, Technology, Engineering and Math","21","Bachelor's Degree",10,"94984.05"
"7114","Adams State University","","ALL","ALL","31","Master's Degree",10,"55342.76"
"7115","Adams State University","13.10","Special Education and Teaching.","Education","31","Master's Degree",10,"49185.18"
"7116","Adams State University","13.12","Teacher Education and Professional Development, Specific Levels and Methods.","Education","31","Master's Degree",10,"55742.22"
"7117","Adams State University","51.38","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.","Health","21","Bachelor's Degree",10,"75138.850000000006"
"7118","Adams State University","42.99","Psychology, Other.","Social and Behavioral Sciences and Human Services","21","Bachelor's Degree",10,NA
"7119","Adams State University","52.02","Business Administration, Management and Operations.","Business","21","Bachelor's Degree",10,NA
"7120","Adams State University","45.07","Geography and Cartography.","Social and Behavioral Sciences and Human Services","21","Bachelor's Degree",10,NA
"7121","Adams State University","23.13","Rhetoric and Composition/Writing Studies.","Arts, Humanities and Communication","21","Bachelor's Degree",10,NA
"7122","Arapahoe Community College","52.04","Business Operations Support and Assistant Services.","Business","11","Associate of Applied Science",10,"40643.129999999997"
"7123","Arapahoe Community College","51.38","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.","Health","02","Certificate(>1 year)",10,"79583.7"
"7124","Arapahoe Community College","19.07","Human Development, Family Studies, and Related Services.","Social and Behavioral Sciences and Human Services","01","Certificate(<1 year)",10,"32247.03"
"7125","Arapahoe Community College","50.04","Design and Applied Arts.","Arts, Humanities and Communication","11","Associate of Applied Science",10,"46492.66"
"7126","Arapahoe Community College","19.07","Human Development, Family Studies, and Related Services.","Social and Behavioral Sciences and Human Services","02","Certificate(>1 year)",10,"30352"
"7127","Arapahoe Community College","11.08","Computer Software and Media Applications.","Science, Technology, Engineering and Math","11","Associate of Applied Science",10,"44764.33"
"7128","Arapahoe Community College","15.12","Computer Engineering Technologies/Technicians.","Science, Technology, Engineering and Math","11","Associate of Applied Science",10,"105512.4"
"7129","Arapahoe Community College","51.08","Allied Health and Medical Assisting Services.","Health","01","Certificate(<1 year)",10,"41203.050000000003"
"7130","Arapahoe Community College","51.10","Clinical/Medical Laboratory Science/Research and Allied Professions.","Health","01","Certificate(<1 year)",10,"38911.360000000001"
"7131","Arapahoe Community College","","ALL","ALL","12","Associate of General Studies",10,"49191.8"
"7132","Arapahoe Community College","24.01","Liberal Arts and Sciences, General Studies and Humanities.","Arts, Humanities and Communication","12","Associate of General Studies",10,"49191.8"
"7133","Arapahoe Community College","15.00","Engineering Technology, General.","Science, Technology, Engineering and Math","11","Associate of Applied Science",10,"62608.07"
"7134","Arapahoe Community College","51.07","Health and Medical Administrative Services.","Health","01","Certificate(<1 year)",10,"56504.7"
"7135","Arapahoe Community College","","ALL","ALL","13","Associate Degree(AA or AS)",10,"47696.22"
"7136","Arapahoe Community College","24.01","Liberal Arts and Sciences, General Studies and Humanities.","Arts, Humanities and Communication","13","Associate Degree(AA or AS)",10,"47696.22"
"7137","Arapahoe Community College","51.08","Allied Health and Medical Assisting Services.","Health","11","Associate of Applied Science",10,"44967.05"
"7138","Arapahoe Community College","22.03","Legal Support Services.","Social and Behavioral Sciences and Human Services","02","Certificate(>1 year)",10,"61468.05"
"7139","Arapahoe Community College","51.09","Allied Health Diagnostic, Intervention, and Treatment Professions.","Health","01","Certificate(<1 year)",10,"64585.35"
"7140","Arapahoe Community College","52.03","Accounting and Related Services.","Business","11","Associate of Applied Science",10,"55805.4"
"7141","Arapahoe Community College","51.39","Practical Nursing, Vocational Nursing and Nursing Assistants.","Health","01","Certificate(<1 year)",10,"46471.46"
"7142","Arapahoe Community College","","ALL","ALL","01","Certificate(<1 year)",10,"53829"
"7143","Arapahoe Community College","51.08","Allied Health and Medical Assisting Services.","Health","02","Certificate(>1 year)",10,"34718.22"
"7144","Arapahoe Community College","52.15","Real Estate.","Business","01","Certificate(<1 year)",10,"51105.57"
"7145","Arapahoe Community College","15.01","Architectural Engineering Technologies/Technicians.","Science, Technology, Engineering and Math","01","Certificate(<1 year)",10,"65586.149999999994"
"7146","Arapahoe Community College","52.18","General Sales, Merchandising and Related Marketing Operations.","Business","11","Associate of Applied Science",10,"31736.400000000001"
"7147","Arapahoe Community College","46.00","Construction Trades, General.","Trades","01","Certificate(<1 year)",10,"45399.18"
"7148","Arapahoe Community College","43.01","Criminal Justice and Corrections.","Trades","11","Associate of Applied Science",10,"76432.13"
"7149","Arapahoe Community College","15.01","Architectural Engineering Technologies/Technicians.","Science, Technology, Engineering and Math","11","Associate of Applied Science",10,"52495.08"
"7150","Arapahoe Community College","52.02","Business Administration, Management and Operations.","Business","11","Associate of Applied Science",10,"52930.8"
"7151","Arapahoe Community College","11.10","Computer/Information Technology Administration and Management.","Science, Technology, Engineering and Math","01","Certificate(<1 year)",10,"76626"
"7152","Arapahoe Community College","52.04","Business Operations Support and Assistant Services.","Business","02","Certificate(>1 year)",10,"30694.42"
"7153","Arapahoe Community College","11.10","Computer/Information Technology Administration and Management.","Science, Technology, Engineering and Math","11","Associate of Applied Science",10,"66792.19"
"7154","Arapahoe Community College","12.03","Funeral Service and Mortuary Science.","Trades","11","Associate of Applied Science",10,"43474.09"
"7155","Arapahoe Community College","","ALL","ALL","11","Associate of Applied Science",10,"59699.16"
"7156","Arapahoe Community College","","ALL","ALL","02","Certificate(>1 year)",10,"61940.04"
"7157","Arapahoe Community College","52.02","Business Administration, Management and Operations.","Business","01","Certificate(<1 year)",10,"72402.240000000005"
"7158","Arapahoe Community College","22.03","Legal Support Services.","Social and Behavioral Sciences and Human Services","11","Associate of Applied Science",10,"53777.42"
"7159","Arapahoe Community College","47.06","Vehicle Maintenance and Repair Technologies.","Trades","11","Associate of Applied Science",10,"58861.8"
"7160","Arapahoe Community College","51.07","Health and Medical Administrative Services.","Health","11","Associate of Applied Science",10,"60360.639999999999"
"7161","Arapahoe Community College","51.07","Health and Medical Administrative Services.","Health","02","Certificate(>1 year)",10,"28582.3"
"7162","Arapahoe Community College","15.12","Computer Engineering Technologies/Technicians.","Science, Technology, Engineering and Math","01","Certificate(<1 year)",10,"78678.600000000006"
"7163","Arapahoe Community College","43.01","Criminal Justice and Corrections.","Trades","02","Certificate(>1 year)",10,"68000"
"7164","Arapahoe Community College","50.04","Design and Applied Arts.","Arts, Humanities and Communication","02","Certificate(>1 year)",10,"54609.08"
"7165","Arapahoe Community College","15.03","Electrical Engineering Technologies/Technicians.","Science, Technology, Engineering and Math","11","Associate of Applied Science",10,"63202.65"
"7166","Arapahoe Community College","11.01","Computer and Information Sciences, General.","Science, Technology, Engineering and Math","11","Associate of Applied Science",10,"78771"
"7167","Arapahoe Community College","51.10","Clinical/Medical Laboratory Science/Research and Allied Professions.","Health","11","Associate of Applied Science",10,"60960.7"
"7168","Arapahoe Community College","51.38","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.","Health","11","Associate of Applied Science",10,"71169.460000000006"
"7169","Arapahoe Community College","47.06","Vehicle Maintenance and Repair Technologies.","Trades","02","Certificate(>1 year)",10,"46491.9"
"7170","Arapahoe Community College","11.06","Data Entry/Microcomputer Applications.","Science, Technology, Engineering and Math","11","Associate of Applied Science",10,"64276.81"
"7171","Arapahoe Community College","15.03","Electrical Engineering Technologies/Technicians.","Science, Technology, Engineering and Math","01","Certificate(<1 year)",10,"68671.039999999994"
"7172","Arapahoe Community College","52.08","Finance and Financial Management Services.","Business","11","Associate of Applied Science",10,"57737.14"
"7173","Arapahoe Community College","11.09","Computer Systems Networking and Telecommunications.","Science, Technology, Engineering and Math","11","Associate of Applied Science",10,"82138.559999999998"
"7174","Arapahoe Community College","15.12","Computer Engineering Technologies/Technicians.","Science, Technology, Engineering and Math","02","Certificate(>1 year)",10,NA
"7175","Arapahoe Community College","11.09","Computer Systems Networking and Telecommunications.","Science, Technology, Engineering and Math","01","Certificate(<1 year)",10,NA
"7176","Arapahoe Community College","43.01","Criminal Justice and Corrections.","Trades","01","Certificate(<1 year)",10,NA
"7177","Arapahoe Community College","11.08","Computer Software and Media Applications.","Science, Technology, Engineering and Math","02","Certificate(>1 year)",10,NA
"7178","Arapahoe Community College","41.99","Science Technologies/Technicians, Other.","Science, Technology, Engineering and Math","11","Associate of Applied Science",10,NA
"7179","Arapahoe Community College","31.05","Health and Physical Education/Fitness.","Social and Behavioral Sciences and Human Services","01","Certificate(<1 year)",10,NA
"7180","Arapahoe Community College","15.01","Architectural Engineering Technologies/Technicians.","Science, Technology, Engineering and Math","02","Certificate(>1 year)",10,NA
"7181","Arapahoe Community College","52.08","Finance and Financial Management Services.","Business","02","Certificate(>1 year)",10,NA
"7182","Arapahoe Community College","52.10","Human Resources Management and Services.","Business","01","Certificate(<1 year)",10,NA
"7183","Arapahoe Community College","47.06","Vehicle Maintenance and Repair Technologies.","Trades","01","Certificate(<1 year)",10,NA
